bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b32,2.22,2,uM,2.22 uM,6 h,6,h,YAPC,BRD-K16189898,3,0.76,271,0.458904,0,"0.33,0.33,0.34",0.176056,0.176056,0.748973,0.822086,3.08,14.2693,1,1,BRD-K16189898,LPROT004_YAPC_6H:BRD-K16189898:2,trt_cp,YAPC,P19|P21|P23,LPROT004_YAPC_6H_X1_B32,LPROT004_YAPC_6H_X1_B32:P19|LPROT004_YAPC_6H_X1_B32:P21|LPROT004_YAPC_6H_X1_B32:P23,,LPROT,CHIR-99021,1,1,0,1,177,CHIR-99021_2.22 uM_6 h_YAPC,1,CHIR-99021_2.22 uM_6 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K35169477,3,0.4433,270,0.349833,0,"0.40,0.33,0.27",0.68306,0.406148,0.359234,0.570221,9.23,38.1568,1,1,BRD-K35169477,REP.A009_YAPC_24H:P19,trt_cp,YAPC,P19,REP.A009_YAPC_24H_X1_B24|REP.A009_YAPC_24H_X2_B24|REP.A009_YAPC_24H_X3_B24,REP.A009_YAPC_24H_X1_B24:P19|REP.A009_YAPC_24H_X2_B24:P19|REP.A009_YAPC_24H_X3_B24:P19,,REP,taranabant,1,1,0,1,177,taranabant_10 uM_24 h_YAPC,1,taranabant_10 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K45168550,3,0.4528,376,0.417232,0.160256,"0.40,0.31,0.29",1.51454,8.53321,0.407857,0.423094,24.71,87.1662,1,1,BRD-K45168550,REP.A019_YAPC_24H:D01,trt_cp,YAPC,D01,REP.A019_YAPC_24H_X1_B24|REP.A019_YAPC_24H_X2_B23|REP.A019_YAPC_24H_X3_B23,REP.A019_YAPC_24H_X1_B24:D01|REP.A019_YAPC_24H_X2_B23:D01|REP.A019_YAPC_24H_X3_B23:D01,,REP,SB-756050,1,1,0,1,177,SB-756050_10 uM_24 h_YAPC,1,SB-756050_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K84748119,3,0.6047,578,0.597812,1.09767,"0.36,0.36,0.28",2.83784,3.91892,0.43943,0.527881,10.26,43.5257,1,1,BRD-K84748119,REP.A020_YAPC_24H:J01,trt_cp,YAPC,J01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:J01|REP.A020_YAPC_24H_X2_B23:J01|REP.A020_YAPC_24H_X3_B23:J01,,REP,vicriviroc,1,1,0,1,177,vicriviroc_10 uM_24 h_YAPC,1,vicriviroc_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K80343549,3,0.4679,347,0.407448,0.20252,"0.38,0.40,0.22",11.1506,0,0.243876,0.689127,8.68,35.2857,1,1,BRD-K80343549,REP.A021_YAPC_24H:A13,trt_cp,YAPC,A13,REP.A021_YAPC_24H_X1_B23|REP.A021_YAPC_24H_X2_B23|REP.A021_YAPC_24H_X3_B23,REP.A021_YAPC_24H_X1_B23:A13|REP.A021_YAPC_24H_X2_B23:A13|REP.A021_YAPC_24H_X3_B23:A13,,REP,TAK-285,1,1,0,1,177,TAK-285_10 uM_24 h_YAPC,1,TAK-285_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K84011460,3,0.5943,448,0.521762,1.5457,"0.34,0.34,0.31",1.08108,3.62552,0.526628,0.594074,10.26,43.5257,1,1,BRD-K84011460,REP.A020_YAPC_24H:I01,trt_cp,YAPC,I01,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:I01|REP.A020_YAPC_24H_X2_B23:I01|REP.A020_YAPC_24H_X3_B23:I01,,REP,nizofenone,1,1,0,1,177,nizofenone_10 uM_24 h_YAPC,1,nizofenone_10 uM_24 h
b23,0.37,0.37037,uM,0.37 uM,24 h,24,h,YAPC,BRD-K83405785,3,0.5944,254,0.392904,0.0448029,"0.35,0.32,0.33",0,0.67134,0.557584,0.650606,10.26,43.5257,1,1,BRD-K83405785,REP.A020_YAPC_24H:A22,trt_cp,YAPC,A22,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:A22|REP.A020_YAPC_24H_X2_B23:A22|REP.A020_YAPC_24H_X3_B23:A22,,REP,pimavanserin,1,1,0,1,177,pimavanserin_0.37 uM_24 h_YAPC,1,pimavanserin_0.37 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K05395900,3,0.4354,337,0.387338,2.7525,"0.43,0.44,0.13",21.0749,21.3118,0.106889,0.460399,13.34,58.886,0,1,BRD-K05395900,REP.A011_YAPC_24H:F13,trt_cp,YAPC,F13,REP.A011_YAPC_24H_X1_B24|REP.A011_YAPC_24H_X2_B24|REP.A011_YAPC_24H_X3_B24,REP.A011_YAPC_24H_X1_B24:F13|REP.A011_YAPC_24H_X2_B24:F13|REP.A011_YAPC_24H_X3_B24:F13,,REP,nicotine,1,1,0,1,177,nicotine_10 uM_24 h_YAPC,1,nicotine_10 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K37385792,3,0.5231,250,0.365673,0,"0.34,0.35,0.31",0.27027,0,0.461147,0.744413,14.18,62.1303,1,1,BRD-K37385792,REP.A013_YAPC_24H:A13,trt_cp,YAPC,A13,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:A13|REP.A013_YAPC_24H_X2_B22:A13|REP.A013_YAPC_24H_X3_B22:A13,,REP,conivaptan,1,1,0,1,177,conivaptan_10 uM_24 h_YAPC,1,conivaptan_10 uM_24 h
b23,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-A69275535,3,0.5593,312,0.422406,0,"0.33,0.33,0.34",0,0,0.54061,0.757595,6.99,26.6724,1,1,BRD-A69275535,REP.A022_YAPC_24H:E18,trt_cp,YAPC,E18,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:E18|REP.A022_YAPC_24H_X2_B23:E18|REP.A022_YAPC_24H_X3_B23:E18,,REP,pinitol,1,1,0,1,177,pinitol_0.04 uM_24 h_YAPC,1,pinitol_0.04 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K78118466,3,0.444,229,0.322433,0.158946,"0.28,0.37,0.35",4.33641,3.66001,0.322639,0.505081,10.71,45.5067,1,1,BRD-K78118466,REP.A025_YAPC_24H:N01,trt_cp,YAPC,N01,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:N01|REP.A025_YAPC_24H_X2_B23:N01|REP.A025_YAPC_24H_X3_B23:N01,,REP,LY-2157299,1,1,0,1,177,LY-2157299_10 uM_24 h_YAPC,1,LY-2157299_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K80700417,3,0.6094,357,0.471646,0,"0.33,0.34,0.33",0,0,0.60904,0.8166,6.99,26.6724,1,1,BRD-K80700417,REP.A022_YAPC_24H:N13,trt_cp,YAPC,N13,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:N13|REP.A022_YAPC_24H_X2_B23:N13|REP.A022_YAPC_24H_X3_B23:N13,,REP,SGI-1776,1,1,0,1,177,SGI-1776_10 uM_24 h_YAPC,1,SGI-1776_10 uM_24 h
b22,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K42191735,3,0.5334,254,0.372198,0,"0.32,0.33,0.35",0,0,0.516068,0.752055,11.84,51.2776,1,1,BRD-K42191735,REP.A007_YAPC_24H:F19,trt_cp,YAPC,F19,REP.A007_YAPC_24H_X1_B22|REP.A007_YAPC_24H_X2_B22|REP.A007_YAPC_24H_X3_B22,REP.A007_YAPC_24H_X1_B22:F19|REP.A007_YAPC_24H_X2_B22:F19|REP.A007_YAPC_24H_X3_B22:F19,,REP,buparlisib,1,1,0,1,177,buparlisib_10 uM_24 h_YAPC,1,buparlisib_10 uM_24 h
b23,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K78485176,3,0.7623,505,0.627392,0.341841,"0.32,0.34,0.34",0.972757,0.822418,0.70706,0.856352,11.44,49.0382,1,1,BRD-K78485176,REP.A024_YAPC_24H:M12,trt_cp,YAPC,M12,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:M12|REP.A024_YAPC_24H_X2_B23:M12|REP.A024_YAPC_24H_X3_B23:M12,,REP,olmesartan-medoxomil,1,1,0,1,177,olmesartan-medoxomil_0.04 uM_24 h_YAPC,1,olmesartan-medoxomil_0.04 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K56614220,3,0.6671,430,0.541577,0,"0.30,0.36,0.34",0,0,0.571038,0.803297,11.08,47.1146,1,1,BRD-K56614220,REP.A014_YAPC_24H:D01,trt_cp,YAPC,D01,REP.A014_YAPC_24H_X1_B23|REP.A014_YAPC_24H_X2_B23|REP.A014_YAPC_24H_X3_B23,REP.A014_YAPC_24H_X1_B23:D01|REP.A014_YAPC_24H_X2_B23:D01|REP.A014_YAPC_24H_X3_B23:D01,,REP,clofazimine,1,1,0,1,177,clofazimine_10 uM_24 h_YAPC,1,clofazimine_10 uM_24 h
b23,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-K68132782,3,0.5885,494,0.545214,0.587173,"0.34,0.33,0.33",1.91257,0.668449,0.571658,0.698053,6.99,26.6724,1,1,BRD-K68132782,REP.A022_YAPC_24H:D02,trt_cp,YAPC,D02,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:D02|REP.A022_YAPC_24H_X2_B23:D02|REP.A022_YAPC_24H_X3_B23:D02,,REP,terbinafine,1,1,0,1,177,terbinafine_3.33 uM_24 h_YAPC,1,terbinafine_3.33 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A69815203,3,0.593,368,0.472369,0,"0.27,0.33,0.40",0.409836,0,0.472017,0.764176,6.99,26.6724,1,1,BRD-A69815203,REP.A022_YAPC_24H:N01,trt_cp,YAPC,N01,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:N01|REP.A022_YAPC_24H_X2_B23:N01|REP.A022_YAPC_24H_X3_B23:N01,,REP,cyclosporin-a,1,1,0,1,177,cyclosporin-a_10 uM_24 h_YAPC,1,cyclosporin-a_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K78055238,3,0.8181,578,0.695341,0,"0.34,0.33,0.33",0,0,0.800068,0.900069,11.44,49.0382,1,1,BRD-K78055238,REP.A024_YAPC_24H:L13,trt_cp,YAPC,L13,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:L13|REP.A024_YAPC_24H_X2_B23:L13|REP.A024_YAPC_24H_X3_B23:L13,,REP,LY-2090314,1,1,0,1,177,LY-2090314_10 uM_24 h_YAPC,1,LY-2090314_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K97729603,3,0.458,284,0.364689,0.681199,"0.39,0.22,0.39",10.9995,0.135501,0.221397,0.676021,10.71,45.5067,1,1,BRD-K97729603,REP.A025_YAPC_24H:B07,trt_cp,YAPC,B07,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:B07|REP.A025_YAPC_24H_X2_B23:B07|REP.A025_YAPC_24H_X3_B23:B07,,REP,pimecrolimus,1,1,0,1,177,pimecrolimus_10 uM_24 h_YAPC,1,pimecrolimus_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K84996356,3,0.5037,327,0.410384,0,"0.34,0.35,0.31",0,0,0.427885,0.700771,10.26,43.5257,1,1,BRD-K84996356,REP.A020_YAPC_24H:D19,trt_cp,YAPC,D19,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:D19|REP.A020_YAPC_24H_X2_B23:D19|REP.A020_YAPC_24H_X3_B23:D19,,REP,AZD-3514,1,1,0,1,177,AZD-3514_10 uM_24 h_YAPC,1,AZD-3514_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K61988078,3,0.5014,284,0.381577,0,"0.36,0.28,0.36",0,0,0.360029,0.693292,16.67,70.6001,1,1,BRD-K61988078,REP.A017_YAPC_24H:N13,trt_cp,YAPC,N13,REP.A017_YAPC_24H_X1_B23|REP.A017_YAPC_24H_X2_B23|REP.A017_YAPC_24H_X3_B23,REP.A017_YAPC_24H_X1_B23:N13|REP.A017_YAPC_24H_X2_B23:N13|REP.A017_YAPC_24H_X3_B23:N13,,REP,moxidectin,1,1,0,1,177,moxidectin_10 uM_24 h_YAPC,1,moxidectin_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A98702003,3,0.5396,308,0.412232,0.454133,"0.34,0.31,0.35",2.44565,6.24558,0.465242,0.530663,10.71,45.5067,1,1,BRD-A98702003,REP.A025_YAPC_24H:F01,trt_cp,YAPC,F01,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:F01|REP.A025_YAPC_24H_X2_B23:F01|REP.A025_YAPC_24H_X3_B23:F01,,REP,carbenoxolone,1,1,0,1,177,carbenoxolone_10 uM_24 h_YAPC,1,carbenoxolone_10 uM_24 h
b22,0.37,0.37037,uM,0.37 uM,24 h,24,h,YAPC,BRD-K37561857,3,0.5349,443,0.492231,2.40126,"0.35,0.23,0.43",8.78964,5.68263,0.331359,0.560697,14.18,62.1303,0,1,BRD-K37561857,REP.A013_YAPC_24H:A22,trt_cp,YAPC,A22,REP.A013_YAPC_24H_X1_B22|REP.A013_YAPC_24H_X2_B22|REP.A013_YAPC_24H_X3_B22,REP.A013_YAPC_24H_X1_B22:A22|REP.A013_YAPC_24H_X2_B22:A22|REP.A013_YAPC_24H_X3_B22:A22,,REP,zardaverine,1,1,0,1,177,zardaverine_0.37 uM_24 h_YAPC,1,zardaverine_0.37 uM_24 h
b24,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-K02950022,3,0.8089,632,0.722997,0,"0.33,0.34,0.33",0,0,0.795828,0.90188,10.81,45.9661,1,1,BRD-K02950022,REP.A012_YAPC_24H:N02,trt_cp,YAPC,N02,REP.A012_YAPC_24H_X1_B24|REP.A012_YAPC_24H_X2_B22|REP.A012_YAPC_24H_X3_B22,REP.A012_YAPC_24H_X1_B24:N02|REP.A012_YAPC_24H_X2_B22:N02|REP.A012_YAPC_24H_X3_B22:N02,,REP,BMS-299897,1,1,0,1,177,BMS-299897_3.33 uM_24 h_YAPC,1,BMS-299897_3.33 uM_24 h
b24,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-K23228615,3,0.5405,431,0.488053,0.181984,"0.28,0.36,0.36",0.273275,0,0.389918,0.757,16.07,68.8487,1,1,BRD-K23228615,REP.A006_YAPC_24H:N20,trt_cp,YAPC,N20,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:N20|REP.A006_YAPC_24H_X2_B22:N20|REP.A006_YAPC_24H_X3_B22:N20,,REP,GDC-0980,1,1,0,1,177,GDC-0980_3.33 uM_24 h_YAPC,1,GDC-0980_3.33 uM_24 h
b24,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-K05104363,3,0.6525,357,0.488039,0.022748,"0.33,0.34,0.33",0,0.275291,0.635188,0.810525,13.34,58.886,1,1,BRD-K05104363,REP.A011_YAPC_24H:E02,trt_cp,YAPC,E02,REP.A011_YAPC_24H_X1_B24|REP.A011_YAPC_24H_X2_B24|REP.A011_YAPC_24H_X3_B24,REP.A011_YAPC_24H_X1_B24:E02|REP.A011_YAPC_24H_X2_B24:E02|REP.A011_YAPC_24H_X3_B24:E02,,REP,PD-184352,1,1,0,1,177,PD-184352_3.33 uM_24 h_YAPC,1,PD-184352_3.33 uM_24 h
b23,3.33,3.33333,uM,3.33 uM,24 h,24,h,YAPC,BRD-K86118762,3,0.3984,221,0.300045,0.201613,"0.36,0.39,0.26",0.405405,0,0.263838,0.602713,10.26,43.5257,1,1,BRD-K86118762,REP.A020_YAPC_24H:F14,trt_cp,YAPC,F14,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:F14|REP.A020_YAPC_24H_X2_B23:F14|REP.A020_YAPC_24H_X3_B23:F14,,REP,linsitinib,1,1,0,1,177,linsitinib_3.33 uM_24 h_YAPC,1,linsitinib_3.33 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K78431006,3,0.7216,562,0.643942,0,"0.33,0.35,0.33",0,0,0.71417,0.776755,11.44,49.0382,1,1,BRD-K78431006,REP.A024_YAPC_24H:N01,trt_cp,YAPC,N01,REP.A024_YAPC_24H_X1_B23|REP.A024_YAPC_24H_X2_B23|REP.A024_YAPC_24H_X3_B23,REP.A024_YAPC_24H_X1_B23:N01|REP.A024_YAPC_24H_X2_B23:N01|REP.A024_YAPC_24H_X3_B23:N01,,REP,crizotinib,1,1,0,1,177,crizotinib_10 uM_24 h_YAPC,1,crizotinib_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K77685957,3,0.5792,334,0.444752,0,"0.33,0.34,0.33",0,0,0.565823,0.809593,10.71,45.5067,1,1,BRD-K77685957,REP.A025_YAPC_24H:M01,trt_cp,YAPC,M01,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:M01|REP.A025_YAPC_24H_X2_B23:M01|REP.A025_YAPC_24H_X3_B23:M01,,REP,dequalinium,1,1,0,1,177,dequalinium_10 uM_24 h_YAPC,1,dequalinium_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K71289571,3,0.6624,513,0.589453,0.63234,"0.31,0.33,0.35",1.0929,0.81675,0.610859,0.67687,6.99,26.6724,1,1,BRD-K71289571,REP.A022_YAPC_24H:J01,trt_cp,YAPC,J01,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:J01|REP.A022_YAPC_24H_X2_B23:J01|REP.A022_YAPC_24H_X3_B23:J01,,REP,zafirlukast,1,1,0,1,177,zafirlukast_10 uM_24 h_YAPC,1,zafirlukast_10 uM_24 h
b23,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-A69636825,3,0.445,224,0.319253,0,"0.33,0.35,0.33",0,0,0.439895,0.628464,6.99,26.6724,1,1,BRD-A69636825,REP.A022_YAPC_24H:F17,trt_cp,YAPC,F17,REP.A022_YAPC_24H_X1_B23|REP.A022_YAPC_24H_X2_B23|REP.A022_YAPC_24H_X3_B23,REP.A022_YAPC_24H_X1_B23:F17|REP.A022_YAPC_24H_X2_B23:F17|REP.A022_YAPC_24H_X3_B23:F17,,REP,diltiazem,1,1,0,1,177,diltiazem_0.125 uM_24 h_YAPC,1,diltiazem_0.125 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K74057757,3,0.4462,204,0.305078,0.0908265,"0.32,0.32,0.36",0.13587,0.271371,0.440768,0.650183,10.71,45.5067,1,1,BRD-K74057757,REP.A025_YAPC_24H:G19,trt_cp,YAPC,G19,REP.A025_YAPC_24H_X1_B23|REP.A025_YAPC_24H_X2_B23|REP.A025_YAPC_24H_X3_B23,REP.A025_YAPC_24H_X1_B23:G19|REP.A025_YAPC_24H_X2_B23:G19|REP.A025_YAPC_24H_X3_B23:G19,,REP,indibulin,1,1,0,1,177,indibulin_10 uM_24 h_YAPC,1,indibulin_10 uM_24 h
b24,0.04,0.0411523,uM,0.04 uM,24 h,24,h,YAPC,BRD-K20008181,3,0.4722,260,0.354307,1.41037,"0.26,0.38,0.36",8.10176,3.80017,0.310172,0.511515,16.07,68.8487,1,1,BRD-K20008181,REP.A006_YAPC_24H:E24,trt_cp,YAPC,E24,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:E24|REP.A006_YAPC_24H_X2_B22:E24|REP.A006_YAPC_24H_X3_B22:E24,,REP,LCQ-908,1,1,0,1,177,LCQ-908_0.04 uM_24 h_YAPC,1,LCQ-908_0.04 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K59369769,3,0.431,216,0.308529,0,"0.35,0.34,0.31",0,0,0.362127,0.769018,12.39,53.8903,1,1,BRD-K59369769,REP.A015_YAPC_24H:L13,trt_cp,YAPC,L13,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:L13|REP.A015_YAPC_24H_X2_B23:L13|REP.A015_YAPC_24H_X3_B23:L13,,REP,tozasertib,1,1,0,1,177,tozasertib_10 uM_24 h_YAPC,1,tozasertib_10 uM_24 h
b23,0.125,0.123457,uM,0.125 uM,24 h,24,h,YAPC,BRD-K83508485,3,0.4849,236,0.342068,0.31362,"0.34,0.32,0.33",0.675676,0.675676,0.468561,0.624469,10.26,43.5257,1,1,BRD-K83508485,REP.A020_YAPC_24H:B23,trt_cp,YAPC,B23,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:B23|REP.A020_YAPC_24H_X2_B23:B23|REP.A020_YAPC_24H_X3_B23:B23,,REP,FK-888,1,1,0,1,177,FK-888_0.125 uM_24 h_YAPC,1,FK-888_0.125 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K50168500,3,0.3693,244,0.303539,0.0229991,"0.34,0.33,0.33",0,0,0.368468,0.705067,16.67,70.6001,1,1,BRD-K50168500,REP.A017_YAPC_24H:B07,trt_cp,YAPC,B07,REP.A017_YAPC_24H_X1_B23|REP.A017_YAPC_24H_X2_B23|REP.A017_YAPC_24H_X3_B23,REP.A017_YAPC_24H_X1_B23:B07|REP.A017_YAPC_24H_X2_B23:B07|REP.A017_YAPC_24H_X3_B23:B07,,REP,canertinib,1,1,0,1,177,canertinib_10 uM_24 h_YAPC,1,canertinib_10 uM_24 h
b24,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K19741547,3,0.377,254,0.312909,1.43312,"0.37,0.43,0.20",9.55223,13.0456,0.192254,0.527438,16.07,68.8487,0,1,BRD-K19741547,REP.A006_YAPC_24H:E01,trt_cp,YAPC,E01,REP.A006_YAPC_24H_X1_B24|REP.A006_YAPC_24H_X2_B22|REP.A006_YAPC_24H_X3_B22,REP.A006_YAPC_24H_X1_B24:E01|REP.A006_YAPC_24H_X2_B22:E01|REP.A006_YAPC_24H_X3_B22:E01,,REP,vernakalant,1,1,0,1,177,vernakalant_10 uM_24 h_YAPC,1,vernakalant_10 uM_24 h
b23,0.37,0.37037,uM,0.37 uM,24 h,24,h,YAPC,BRD-K61195623,3,0.7091,447,0.569296,0.156951,"0.33,0.34,0.34",0.13587,0.13587,0.680256,0.868613,12.39,53.8903,1,1,BRD-K61195623,REP.A015_YAPC_24H:O10,trt_cp,YAPC,O10,REP.A015_YAPC_24H_X1_B23|REP.A015_YAPC_24H_X2_B23|REP.A015_YAPC_24H_X3_B23,REP.A015_YAPC_24H_X1_B23:O10|REP.A015_YAPC_24H_X2_B23:O10|REP.A015_YAPC_24H_X3_B23:O10,,REP,BRD-K61195623,1,1,0,1,177,BRD-K61195623_0.37 uM_24 h_YAPC,1,BRD-K61195623_0.37 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K86930074,3,0.5117,416,0.466536,0.15681,"0.37,0.38,0.25",0.405405,0.405405,0.296189,0.658445,10.26,43.5257,1,1,BRD-K86930074,REP.A020_YAPC_24H:F19,trt_cp,YAPC,F19,REP.A020_YAPC_24H_X1_B23|REP.A020_YAPC_24H_X2_B23|REP.A020_YAPC_24H_X3_B23,REP.A020_YAPC_24H_X1_B23:F19|REP.A020_YAPC_24H_X2_B23:F19|REP.A020_YAPC_24H_X3_B23:F19,,REP,cediranib,1,1,0,1,177,cediranib_10 uM_24 h_YAPC,1,cediranib_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-K61691541,3,0.4236,208,0.300151,0,"0.38,0.27,0.35",1.9337,7.75789,0.293679,0.456517,16.67,70.6001,1,1,BRD-K61691541,REP.A017_YAPC_24H:P19,trt_cp,YAPC,P19,REP.A017_YAPC_24H_X1_B23|REP.A017_YAPC_24H_X2_B23|REP.A017_YAPC_24H_X3_B23,REP.A017_YAPC_24H_X1_B23:P19|REP.A017_YAPC_24H_X2_B23:P19|REP.A017_YAPC_24H_X3_B23:P19,,REP,PF-03084014,1,1,0,1,177,PF-03084014_10 uM_24 h_YAPC,1,PF-03084014_10 uM_24 h
b23,10,10,uM,10 uM,24 h,24,h,YAPC,BRD-A38350138,3,0.4603,206,0.311376,0,"0.33,0.34,0.33",0,0,0.450835,0.751134,11.08,47.1146,1,1,BRD-A38350138,REP.A014_YAPC_24H:L19,trt_cp,YAPC,L19,REP.A014_YAPC_24H_X1_B23|REP.A014_YAPC_24H_X2_B23|REP.A014_YAPC_24H_X3_B23,REP.A014_YAPC_24H_X1_B23:L19|REP.A014_YAPC_24H_X2_B23:L19|REP.A014_YAPC_24H_X3_B23:L19,,REP,ketoconazole,1,1,0,1,177,ketoconazole_10 uM_24 h_YAPC,1,ketoconazole_10 uM_24 h
